Project Name,Package Name,Type Name,Code Smell
java,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryTagWrapper,Unutilized Abstraction
java,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,Cyclic-Dependent Modularization
java,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,Insufficient Modularization
java,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,Cyclic-Dependent Modularization
java,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,Insufficient Modularization
java,org.apache.roller.weblogger.ui.core,CmaRollerContext,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core,CmaRollerContext,Broken Hierarchy
java,org.apache.roller.weblogger.ui.core,RollerContext,Cyclic-Dependent Modularization
java,org.apache.roller.weblogger.ui.core,RollerLoginSessionManager,Cyclic-Dependent Modularization
java,org.apache.roller.weblogger.ui.core,SessionCacheHandler,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core,RollerSession,Deficient Encapsulation
java,org.apache.roller.weblogger.ui.core,RollerSession,Cyclic-Dependent Modularization
java,org.apache.roller.weblogger.ui.core.filters,BootstrapFilter,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.filters,CharEncodingFilter,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.filters,CustomOpenIDAuthenticationProcessingFilter,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.filters,DebugFilter,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.filters,IPBanFilter,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.filters,LoadSaltFilter,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.filters,PersistenceSessionFilter,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.filters,RoleAssignmentFilter,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.filters,RoleAssignmentRequestWrapper,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.filters,SpringFirewallExceptionFilter,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.filters,ValidateSaltFilter,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.plugins,Summernote,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.plugins,TextEditor,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.security,AuthoritiesPopulator,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.security,BasicUserAutoProvision,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,Imperative Abstraction
java,org.apache.roller.weblogger.ui.core.security,RollerRememberMeAuthenticationProvider,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.security,RollerRememberMeServices,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.security,RollerUserDetailsService,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.core.tags.calendar,BigWeblogCalendarModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.filters,DeviceResolverRequestFilter,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.filters,RequestMappingFilter,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.mobile,MobileDeviceRepository,Deficient Encapsulation
java,org.apache.roller.weblogger.ui.rendering.model,CalendarModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,ConfigModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,ConfigModel,Insufficient Modularization
java,org.apache.roller.weblogger.ui.rendering.model,FeedModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,FeedEntriesPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,FeedEntriesPager,Broken Hierarchy
java,org.apache.roller.weblogger.ui.rendering.model,FeedCommentsPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,FeedCommentsPager,Broken Hierarchy
java,org.apache.roller.weblogger.ui.rendering.model,FeedFilesPager,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,FeedFilesPager,Broken Hierarchy
java,org.apache.roller.weblogger.ui.rendering.model,MenuModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,MessageModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,Model,Wide Hierarchy
java,org.apache.roller.weblogger.ui.rendering.model,PageModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,PlanetModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,PlanetModel,Deficient Encapsulation
java,org.apache.roller.weblogger.ui.rendering.model,PreviewPageModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,PreviewURLModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,SearchResultsModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,SearchResultsModel,Deficient Encapsulation
java,org.apache.roller.weblogger.ui.rendering.model,SiteModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,SiteModel,Unexploited Encapsulation
java,org.apache.roller.weblogger.ui.rendering.model,SiteModel,Missing Hierarchy
java,org.apache.roller.weblogger.ui.rendering.model,SiteModel,Insufficient Modularization
java,org.apache.roller.weblogger.ui.rendering.model,URLModel,Unutilized Abstraction
java,org.apache.roller.weblogger.ui.rendering.model,URLModel,Insufficient Modularization
java,org.apache.roller.weblogger.ui.rendering.model,FeedURLS,Unutilized Abstraction
