Project Name,Package Name,Type Name,Code Smell
app,org.apache.roller.weblogger.ui.rendering.model,SiteModel,Insufficient Modularization
app,org.apache.roller.weblogger.ui.rendering.model,URLModel,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.model,URLModel,Insufficient Modularization
app,org.apache.roller.weblogger.ui.rendering.model,FeedURLS,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.model,EntryFeedURLS,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.model,CommentFeedURLS,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.model,MediaFileFeedURLS,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.model,UtilitiesModel,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.model,UtilitiesModel,Insufficient Modularization
app,org.apache.roller.weblogger.ui.rendering.model,SearchResultsFeedModelTest,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.model,SearchResultsFeedModelTest,Deficient Encapsulation
app,org.apache.roller.weblogger.ui.rendering.model,SearchResultsModelTest,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.model,SearchResultsModelTest,Deficient Encapsulation
app,org.apache.roller.weblogger.ui.rendering,RendererFactory,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering,RenderingException,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering,RequestMapper,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.pagers,AbstractPager,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.pagers,AbstractWeblogEntriesPager,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.pagers,CommentsPager,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.pagers,MediaFilesPager,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.pagers,Pager,Unutilized Abstraction
app,org.apache.roller.weblogger.ui.rendering.pagers,PlanetEntriesPager,Unutilized Abstraction
